0,1,2,3,4,5,6,7
0.60679615,0.4248366,0.26086962,0.43646407,0.5855856,0.48795182,0.36567163,0.6535433
0.60679615,0.42483664,0.26086962,0.43646407,0.5855856,0.48795182,0.36567166,0.6535434
0.60679615,0.4248366,0.26086962,0.43646413,0.5855856,0.4879518,0.36567163,0.65354335
0.60679615,0.42483658,0.26086953,0.43646407,0.5855856,0.48795182,0.36567163,0.65354335
0.6067961,0.4248366,0.26086956,0.4364641,0.58558553,0.48795182,0.36567166,0.6535433
0.60679615,0.42483664,0.26086956,0.43646407,0.5855856,0.4879518,0.3656716,0.65354335
0.6067961,0.42483658,0.26086956,0.43646407,0.5855855,0.48795182,0.36567158,0.6535433
0.60679615,0.42483664,0.26086956,0.43646404,0.5855856,0.48795182,0.36567163,0.6535433
0.60679615,0.4248366,0.26086956,0.436464,0.5855856,0.48795182,0.36567163,0.6535433
0.60679615,0.42483664,0.26086956,0.43646407,0.5855856,0.48795182,0.3656717,0.6535433
0.6067961,0.42483658,0.26086956,0.43646407,0.58558553,0.4879518,0.36567166,0.6535434
0.6067961,0.42483658,0.26086956,0.4364641,0.5855856,0.48795182,0.36567163,0.65354335
0.6067961,0.42483664,0.2608696,0.4364641,0.5855856,0.48795182,0.36567163,0.6535433
0.6067961,0.42483664,0.26086956,0.43646404,0.58558553,0.48795182,0.3656716,0.65354335
0.6067961,0.42483655,0.26086962,0.4364641,0.5855856,0.48795182,0.36567166,0.65354335
0.6067961,0.42483667,0.2608696,0.4364641,0.58558553,0.48795182,0.36567166,0.6535434
0.60679615,0.42483658,0.2608696,0.43646413,0.58558553,0.48795182,0.3656717,0.6535433
0.6067961,0.4248366,0.2608696,0.4364641,0.5855856,0.48795182,0.3656717,0.65354335
0.6067961,0.42483664,0.2608695,0.43646407,0.5855856,0.4879518,0.36567163,0.65354335
0.6067961,0.4248366,0.26086962,0.43646407,0.5855856,0.48795182,0.3656717,0.6535433
0.6067961,0.42483664,0.26086956,0.43646413,0.5855856,0.4879518,0.36567163,0.65354335
0.6067961,0.4248366,0.26086962,0.43646407,0.5855856,0.48795184,0.36567163,0.65354323
0.6067961,0.4248366,0.2608696,0.4364641,0.5855855,0.48795184,0.36567163,0.6535433
0.60679615,0.42483658,0.26086962,0.43646407,0.58558553,0.48795182,0.36567163,0.6535433
0.6067961,0.42483664,0.26086956,0.43646407,0.5855856,0.48795187,0.36567166,0.65354335
0.60679615,0.42483658,0.26086956,0.4364641,0.5855856,0.4879518,0.3656717,0.65354335
0.6067961,0.4248366,0.26086956,0.43646407,0.58558553,0.48795182,0.36567163,0.65354335
0.55825233,0.4509804,0.5,0.4198895,0.472973,0.4759036,0.32089555,0.47244096
0.55825245,0.45098042,0.49999997,0.4198895,0.472973,0.4759036,0.3208955,0.47244096
0.55825245,0.4509804,0.5,0.4198895,0.47297296,0.47590363,0.3208955,0.4724409
0.5582524,0.4509804,0.5,0.41988945,0.47297296,0.4759036,0.32089555,0.4724409
0.55825245,0.4509804,0.5,0.41988948,0.47297293,0.47590366,0.32089552,0.47244096
0.55825233,0.45098034,0.49999997,0.41988945,0.47297293,0.47590366,0.32089555,0.4724409
0.55825245,0.45098037,0.5,0.4198895,0.472973,0.47590366,0.3208955,0.47244093
0.4271844,0.4640523,0.6956521,0.51933706,0.5,0.42771083,0.41044772,0.5118111
0.4271845,0.4640523,0.6956522,0.519337,0.5,0.4277109,0.41044778,0.51181096
0.4271844,0.46405226,0.6956522,0.519337,0.50000006,0.42771086,0.41044775,0.511811
0.4271845,0.46405226,0.6956522,0.519337,0.49999997,0.42771083,0.41044772,0.5118111
0.4271845,0.46405226,0.6956522,0.519337,0.5,0.42771083,0.41044775,0.511811
0.42718443,0.46405232,0.6956521,0.519337,0.49999997,0.42771083,0.41044778,0.511811
0.4271844,0.4640523,0.6956522,0.51933706,0.5,0.42771083,0.41044775,0.511811
0.42718443,0.46405232,0.6956522,0.519337,0.5,0.4277109,0.41044778,0.51181096
0.42718443,0.4640523,0.69565225,0.51933706,0.5,0.42771086,0.41044775,0.511811
0.42718443,0.46405226,0.6956522,0.519337,0.5,0.42771086,0.41044775,0.511811
0.42718443,0.4640523,0.6956521,0.51933706,0.49999997,0.42771086,0.41044775,0.5118111
0.4271844,0.4640523,0.6956521,0.51933706,0.5,0.42771086,0.41044772,0.511811
0.42718446,0.46405232,0.6956521,0.51933706,0.5,0.42771083,0.41044772,0.511811
0.42718443,0.46405235,0.69565225,0.519337,0.49999994,0.4277108,0.41044775,0.511811
0.42718446,0.4640523,0.6956522,0.519337,0.49999997,0.4277109,0.41044775,0.511811
0.4271844,0.4640523,0.6956522,0.519337,0.49999997,0.4277109,0.41044775,0.511811
0.63106793,0.5163399,0.6304348,0.60221,0.5315315,0.4638554,0.82089555,0.8267716
0.63106793,0.51633984,0.63043475,0.60221,0.5315315,0.46385545,0.82089555,0.8267716
0.0,0.4183007,0.68115944,0.57458556,0.46846843,0.40361446,0.5447761,0.39370078
0.0,0.4183007,0.6811594,0.57458556,0.46846843,0.40361446,0.5447761,0.39370078
0.0,0.4183007,0.68115944,0.5745857,0.46846846,0.40361446,0.5447761,0.3937008
0.0,0.41830063,0.68115944,0.5745856,0.4684685,0.40361443,0.5447761,0.39370078
0.0,0.41830066,0.68115944,0.5745857,0.4684685,0.38125002,0.5447762,0.39370078
0.0,0.41830066,0.6811594,0.5745857,0.46846846,0.38125002,0.54477614,0.39370075
0.0,0.41830066,0.6811594,0.5745856,0.46846846,0.38125002,0.54477614,0.3937008
0.0,0.4183007,0.6811595,0.5745856,0.46846846,0.38125002,0.54477614,0.39370075
0.0,0.41830066,0.68115944,0.5745856,0.46846843,0.38125,0.5447761,0.39370078
0.0,0.41830072,0.68115944,0.5745856,0.46846843,0.38125002,0.5447761,0.39370078
0.0,0.41830063,0.68115944,0.5745856,0.46846846,0.38125,0.54477614,0.39370084
0.0,0.4183007,0.6811595,0.5745857,0.46846846,0.38125002,0.54477614,0.39370084
0.0,0.4183007,0.6811594,0.5745857,0.4684685,0.38124996,0.5447761,0.39370084
0.6796116,0.5163399,0.5942029,0.4530387,0.490991,0.3375,1.0,0.8661417
0.6796117,0.5163399,0.5942029,0.45303863,0.49099097,0.3375,1.0,0.86614174
0.6796116,0.51633984,0.59420294,0.45303866,0.490991,0.3375,1.0,0.8661418
0.6796116,0.51633984,0.59420294,0.45303863,0.49099103,0.3375,1.0000001,0.8661417
0.6796116,0.5163399,0.59420294,0.45303866,0.490991,0.3375,1.0000001,0.8661418
0.67961156,0.5163399,0.5942028,0.45303863,0.4909909,0.33750004,1.0,0.8661418
0.6796116,0.5163399,0.59420294,0.4530387,0.490991,0.33750004,1.0,0.86614174
0.6796116,0.51633984,0.5942029,0.45303866,0.49099097,0.33750004,0.99999994,0.8661418
0.6796117,0.5163399,0.59420294,0.45303872,0.490991,0.33749998,0.9999999,0.8661418
0.6162791,0.51633984,0.5942028,0.45303872,0.49099094,0.33749998,1.0,0.8661417
0.61627907,0.5163399,0.59420294,0.4530387,0.4909909,0.3375,1.0,0.8661418
0.61627907,0.51633984,0.59420294,0.45303872,0.49099103,0.33749998,1.0,0.8661418
0.616279,0.5163399,0.5942029,0.45303863,0.49099097,0.33749998,0.9999999,0.86614174
0.61627907,0.5163399,0.5942029,0.45303866,0.49099097,0.33749998,1.0,0.8661417
0.61627907,0.5163399,0.594203,0.45303872,0.49099097,0.33750004,1.0,0.8661418
0.61627907,0.51633984,0.5942028,0.45303863,0.49099094,0.33750004,1.0,0.8661417
0.6162791,0.5163399,0.5942029,0.4530387,0.490991,0.3375,1.0,0.8661418
0.61627907,0.5163399,0.5942028,0.45303863,0.49099097,0.3375,1.0,0.86614174
0.616279,0.5163399,0.5942029,0.45303866,0.49099097,0.33750007,1.0,0.86614174
0.616279,0.51633996,0.5942029,0.45303866,0.49099097,0.33333334,1.0,0.8661418
0.61627907,0.51633984,0.5942029,0.45303866,0.490991,0.3333333,1.0,0.8661418
