0,1,2,3,4,5,6,7
0.5339806,0.503268,0.5724638,0.5082873,0.518018,0.46987954,0.5,0.53543305
0.5339806,0.503268,0.5724638,0.5082873,0.518018,0.46987954,0.50000006,0.5354332
0.5339806,0.503268,0.57246375,0.5082874,0.518018,0.4698795,0.49999997,0.5354331
0.5339806,0.51633984,0.57971007,0.5248619,0.527027,0.46987954,0.5298507,0.55118114
0.53398055,0.5163399,0.5797101,0.5248619,0.52702695,0.46987954,0.5298508,0.5511811
0.5339806,0.5163399,0.5797101,0.5248619,0.5270271,0.46987948,0.5298507,0.55118114
0.53398055,0.51633984,0.5797101,0.5248619,0.52702695,0.46987954,0.5298507,0.5511811
0.5339806,0.5163399,0.5797101,0.5248618,0.527027,0.46987954,0.5298507,0.5511811
0.5339806,0.51633984,0.5797101,0.5248618,0.527027,0.4698795,0.5298508,0.5511811
0.53398055,0.5163399,0.57971007,0.5248619,0.5270271,0.4698795,0.5298508,0.5511811
0.53398055,0.51633984,0.5797101,0.5248619,0.527027,0.4698795,0.5298508,0.5511812
0.53398055,0.51633984,0.5797101,0.5248619,0.527027,0.46987954,0.5298508,0.55118114
0.53398055,0.5163399,0.5797101,0.5248619,0.527027,0.46987954,0.5298507,0.5511811
0.53398055,0.5163399,0.5797101,0.5248618,0.527027,0.4698795,0.5298507,0.55118114
0.53398055,0.51633984,0.5797102,0.5248619,0.527027,0.4698795,0.5298508,0.5511811
0.53398055,0.51633996,0.5797101,0.5248619,0.527027,0.4698795,0.5298508,0.5511812
0.5339806,0.51633984,0.5797102,0.52486193,0.52702695,0.4698795,0.52985084,0.5511811
0.53398055,0.5163399,0.5797102,0.5248619,0.527027,0.46987954,0.52985084,0.55118114
0.53398055,0.50980395,0.55797094,0.49723756,0.518018,0.4698795,0.5074627,0.5433071
0.53398055,0.50980395,0.55797106,0.49723756,0.518018,0.46987954,0.50746274,0.54330707
0.53398055,0.50980395,0.557971,0.49723762,0.518018,0.4698795,0.5074627,0.5433071
0.53398055,0.50980395,0.55797106,0.49723753,0.518018,0.46987957,0.50746274,0.54330707
0.53398055,0.5098039,0.557971,0.4972376,0.5180179,0.46987957,0.5074627,0.54330707
0.5339806,0.5098039,0.55797106,0.49723756,0.51801795,0.46987954,0.5074627,0.54330707
0.53398055,0.50980395,0.55797094,0.49723753,0.518018,0.46987957,0.50746274,0.54330707
0.53398055,0.5098039,0.55797094,0.49723756,0.518018,0.4698795,0.50746274,0.5433071
0.52912617,0.503268,0.557971,0.5138122,0.5135135,0.48192772,0.5074627,0.5433071
0.52912617,0.503268,0.557971,0.5138121,0.5135135,0.4819277,0.50746274,0.5433071
0.5291262,0.503268,0.557971,0.5138121,0.51351357,0.4819277,0.5074627,0.5433071
0.5291262,0.50326794,0.557971,0.5138122,0.5135135,0.48192772,0.5074627,0.54330707
0.52912617,0.503268,0.557971,0.51381207,0.5135135,0.4819277,0.5074627,0.54330707
0.5291262,0.503268,0.557971,0.5138121,0.5135135,0.48192775,0.5074627,0.5433071
0.5291261,0.50326794,0.557971,0.5138121,0.51351345,0.48192775,0.5074627,0.54330707
0.5291262,0.50326794,0.557971,0.5138121,0.5135135,0.48192775,0.5074627,0.54330707
0.52912617,0.50326794,0.557971,0.5138122,0.5135135,0.4819277,0.5074627,0.5433071
0.5291262,0.503268,0.55797106,0.5138121,0.5135135,0.48192775,0.50746274,0.54330707
0.52912617,0.50326794,0.557971,0.5138121,0.51351357,0.48192772,0.5074627,0.5433071
0.5291262,0.50326794,0.557971,0.5138122,0.5135135,0.48192772,0.5074627,0.5433072
0.5291262,0.50326794,0.557971,0.5138121,0.5135135,0.4819277,0.5074627,0.54330707
0.52912617,0.503268,0.55797094,0.5138122,0.5135135,0.4819277,0.50746274,0.54330707
0.53883487,0.5098039,0.6014493,0.4972376,0.518018,0.4698795,0.51492536,0.5511811
0.52912617,0.4771242,0.55797106,0.50276244,0.518018,0.46987957,0.50746274,0.54330707
0.52912617,0.47712418,0.55797106,0.50276244,0.518018,0.46987954,0.5074627,0.54330707
0.52912617,0.47712415,0.557971,0.50276244,0.518018,0.46987954,0.5074627,0.54330707
0.52912617,0.47712418,0.557971,0.50276244,0.518018,0.46987954,0.5074627,0.5433071
0.52912617,0.47712418,0.557971,0.5027625,0.518018,0.46987954,0.5074627,0.5433071
0.5291262,0.4771242,0.557971,0.50276244,0.51801807,0.4698795,0.5074626,0.54330707
0.52912617,0.47712424,0.55797106,0.50276244,0.51801795,0.46987948,0.5074627,0.54330707
0.5291262,0.4771242,0.557971,0.50276244,0.518018,0.46987954,0.5074627,0.5433071
0.52912617,0.47712418,0.557971,0.5027624,0.518018,0.46987957,0.5074627,0.5433071
0.5291262,0.47712418,0.55797106,0.5027625,0.518018,0.46987948,0.5074627,0.54330707
0.52912617,0.47712415,0.557971,0.50276244,0.518018,0.46987957,0.5074627,0.5433071
0.52912617,0.4771242,0.55797106,0.5027624,0.51801795,0.4698795,0.5074626,0.54330707
0.52912617,0.47712424,0.557971,0.5027624,0.51801795,0.46987954,0.5074627,0.54330707
0.5339806,0.50980395,0.557971,0.5138122,0.527027,0.46987954,0.52238804,0.5433071
0.5339806,0.5098039,0.55797106,0.5138121,0.5270271,0.46987948,0.52238804,0.54330707
0.53398055,0.50980395,0.557971,0.5138122,0.527027,0.45000002,0.5223881,0.54330707
0.5339806,0.50980395,0.557971,0.5138122,0.527027,0.45000002,0.5223881,0.543307
0.5339806,0.50980395,0.557971,0.5138121,0.527027,0.45000002,0.52238804,0.5433071
0.53398055,0.50980395,0.55797106,0.5138121,0.527027,0.45000002,0.52238804,0.54330707
0.5339806,0.50980395,0.55797106,0.5138121,0.52702695,0.45000002,0.52238804,0.54330707
0.53398055,0.509804,0.557971,0.5138121,0.527027,0.45,0.52238804,0.54330707
0.5291262,0.49673203,0.5217392,0.49171272,0.518018,0.45,0.51492536,0.55905515
0.52912617,0.4967321,0.5217392,0.49171275,0.518018,0.45,0.5149254,0.55905515
0.52912617,0.49673206,0.52173907,0.49171272,0.51801807,0.45,0.51492536,0.55905515
0.52912617,0.49673203,0.5217391,0.49171272,0.518018,0.45000002,0.51492536,0.5590551
0.5291262,0.49673206,0.5217391,0.4917127,0.518018,0.45,0.51492536,0.5590551
0.5291262,0.496732,0.5217392,0.4917127,0.518018,0.45,0.5149254,0.55905515
0.5291262,0.496732,0.5217392,0.4917127,0.51801807,0.45,0.5149254,0.5590551
0.52912617,0.49673203,0.5217391,0.4917127,0.518018,0.45000002,0.5149254,0.55905515
0.52912617,0.49673203,0.52173907,0.4917127,0.51801795,0.45000002,0.51492536,0.55905515
0.5291262,0.49673203,0.5217392,0.49171272,0.518018,0.45000005,0.5149254,0.55905515
0.5291262,0.496732,0.52173907,0.49171272,0.518018,0.45000005,0.51492536,0.55905515
0.5291262,0.49673206,0.5217392,0.49171275,0.518018,0.44999996,0.5149253,0.55905515
0.43604654,0.49673203,0.52173907,0.49171275,0.51801795,0.45,0.5149254,0.5590551
0.4360465,0.49673203,0.5217391,0.49171272,0.51801795,0.45,0.51492536,0.55905515
0.43604654,0.496732,0.5217391,0.49171275,0.51801807,0.45,0.5149254,0.55905515
0.44186044,0.5163399,0.5507246,0.50828725,0.527027,0.45,0.5149253,0.54330707
0.44186047,0.5163399,0.5507246,0.50828725,0.527027,0.45,0.51492536,0.54330707
0.44186044,0.5163399,0.5507247,0.5082874,0.527027,0.45000005,0.5149254,0.5433072
0.44186047,0.51633984,0.55072457,0.50828725,0.527027,0.45000005,0.51492536,0.54330707
0.4418605,0.5163399,0.5507246,0.5082873,0.5270271,0.45000002,0.51492536,0.5433071
0.44186047,0.5163399,0.55072457,0.50828725,0.527027,0.45000002,0.5149254,0.5433071
0.44186044,0.5163399,0.5507246,0.5082873,0.527027,0.45000005,0.5149254,0.54330707
0.4476744,0.50326806,0.54347825,0.50276244,0.509009,0.45283023,0.52985066,0.5354331
0.44767442,0.50326794,0.54347825,0.50276244,0.509009,0.4528302,0.5298507,0.5354331
0.44767442,0.503268,0.54347825,0.5027624,0.50900906,0.4528302,0.5298507,0.5354331
0.44767442,0.503268,0.5434783,0.50276244,0.50900894,0.4528302,0.5298508,0.535433
0.4476744,0.50326794,0.5434783,0.50276244,0.509009,0.45283026,0.5298507,0.53543305
0.44767442,0.50326794,0.5434783,0.50276244,0.509009,0.45283023,0.5298507,0.53543305
0.44767436,0.503268,0.54347825,0.50276244,0.509009,0.4528302,0.5298508,0.5354331
0.4476744,0.50326806,0.54347825,0.50276244,0.50900894,0.45283014,0.5298507,0.53543305
0.4476744,0.503268,0.5434782,0.50276244,0.50900894,0.4528302,0.5298508,0.53543305
0.4476744,0.50326794,0.5434782,0.50276244,0.509009,0.4528302,0.5298507,0.53543305
0.44767442,0.50326794,0.54347825,0.50276244,0.50900894,0.45283017,0.5298508,0.53543305
0.44767445,0.503268,0.54347825,0.50276244,0.50900894,0.4528302,0.5338345,0.53543305
0.44767442,0.50326794,0.54347825,0.5027624,0.50900894,0.45283017,0.5338345,0.5354331
0.44767433,0.503268,0.5434783,0.50276244,0.509009,0.45283017,0.5338345,0.5354331
0.4476744,0.52287585,0.5652173,0.51933706,0.518018,0.45283023,0.518797,0.5354331
0.44186044,0.5228758,0.60144925,0.519337,0.518018,0.4528302,0.52631575,0.5275591
0.44186047,0.52287585,0.60144925,0.519337,0.518018,0.45283023,0.5263158,0.52755904
0.4418605,0.5228758,0.6014493,0.519337,0.518018,0.4528302,0.52631575,0.5275591
0.44186047,0.52287585,0.6014493,0.51933706,0.518018,0.45283017,0.5263158,0.527559
0.44186047,0.5228758,0.60144925,0.519337,0.518018,0.4528302,0.52631575,0.52755904
0.44186047,0.52287585,0.60144925,0.51933706,0.518018,0.45283023,0.52631575,0.52755904
0.4418604,0.52287585,0.6014493,0.519337,0.518018,0.4528302,0.5263158,0.52755904
0.44186047,0.52287585,0.60144925,0.51933706,0.518018,0.45283023,0.52631575,0.527559
0.44186047,0.52287585,0.60144925,0.519337,0.51801807,0.45283014,0.52631575,0.52755904
0.44186044,0.52287585,0.6014493,0.51933706,0.51801795,0.45283017,0.52631575,0.52755904
0.4418605,0.5228758,0.60144925,0.519337,0.518018,0.4528302,0.52631575,0.5275591
0.44186044,0.52287585,0.6014492,0.51933706,0.518018,0.45283017,0.52631575,0.52755904
0.4418605,0.5228758,0.6014493,0.51933706,0.51801795,0.4528302,0.52631575,0.527559
0.44186047,0.496732,0.5652174,0.50276244,0.51801807,0.4465409,0.52631575,0.54330707
0.44186047,0.49673203,0.5652174,0.50276244,0.51801807,0.44654092,0.52631575,0.54330707
0.44186044,0.4967321,0.5652174,0.50276244,0.518018,0.44654092,0.52631575,0.54330707
0.44186044,0.49673206,0.5652174,0.5027625,0.51801795,0.4465409,0.52631575,0.54330707
0.44186053,0.49673203,0.5652174,0.5027625,0.518018,0.44654092,0.5263158,0.54330707
0.4418604,0.49673206,0.56521744,0.50276244,0.51801795,0.4465409,0.52631575,0.54330707
0.4418605,0.496732,0.5652174,0.50276244,0.518018,0.4465409,0.52631575,0.54330707
0.44186047,0.49673206,0.56521744,0.5027624,0.51801807,0.4465409,0.5263158,0.54330707
0.45348835,0.496732,0.5797101,0.50276244,0.5135135,0.43396226,0.52631575,0.55118114
0.45348838,0.496732,0.5797102,0.50276244,0.51351357,0.43396226,0.5263158,0.55118114
0.4534884,0.49673203,0.5797101,0.50276244,0.5135135,0.4339623,0.5263158,0.55118114
0.4534884,0.49673206,0.5797102,0.50276244,0.5135135,0.4339623,0.5263158,0.55118114
0.45348832,0.49673206,0.5797102,0.50276244,0.5135135,0.4339623,0.52631575,0.5511811
0.45348835,0.4967321,0.5797102,0.5027624,0.5135135,0.43396226,0.5263158,0.5511811
0.45348835,0.49673203,0.5797101,0.5027624,0.5135135,0.4339623,0.5263158,0.5511811
0.45348838,0.49673203,0.5797101,0.50276244,0.5135135,0.43396223,0.52631575,0.5511811
0.45348832,0.49673203,0.5797102,0.50276244,0.5135135,0.4339623,0.52631575,0.55118114
0.45348835,0.4967321,0.5797102,0.5027624,0.51351357,0.4339623,0.5263158,0.55118114
0.45348838,0.496732,0.5797101,0.50276244,0.51351345,0.4339623,0.5263158,0.55118114
0.45348838,0.49673206,0.5797101,0.50276244,0.5135135,0.43396226,0.5263158,0.5511811
0.45348835,0.496732,0.5797101,0.5027625,0.5135135,0.4339623,0.5263158,0.5511811
0.45348838,0.49673203,0.5797101,0.50276244,0.5135135,0.43396226,0.5263158,0.55118114
0.4360465,0.51633984,0.557971,0.50828725,0.52252245,0.4465409,0.518797,0.5590551
0.4360465,0.5163399,0.5579711,0.50828725,0.52252257,0.44654092,0.518797,0.55905515
0.4360465,0.5163399,0.557971,0.50828725,0.5225225,0.44654086,0.518797,0.55905503
0.4360465,0.51633984,0.55797106,0.5082873,0.5225225,0.44654092,0.518797,0.55905515
0.4360465,0.5163399,0.557971,0.5082873,0.5225225,0.4465409,0.5187969,0.5590551
0.43604648,0.5163399,0.55797106,0.5082873,0.5225225,0.4465409,0.518797,0.55905515
0.43604648,0.5163399,0.557971,0.5082873,0.52252257,0.44654092,0.518797,0.5590551
0.43604654,0.51633984,0.557971,0.50828725,0.52252245,0.4465409,0.518797,0.5590551
0.43023258,0.4836601,0.5652174,0.5027624,0.518018,0.4465409,0.518797,0.54330707
0.43023255,0.48366013,0.5652174,0.50276244,0.518018,0.4465409,0.518797,0.54330707
0.43023252,0.48366013,0.5652174,0.50276244,0.518018,0.44654092,0.5151515,0.54330707
0.43023255,0.48366013,0.5652174,0.50276244,0.518018,0.44654086,0.5151515,0.5433071
0.43023255,0.48366013,0.56521744,0.50276244,0.51801807,0.4465409,0.51515156,0.54330707
0.43023258,0.4836601,0.5652174,0.50276244,0.518018,0.44654086,0.5151515,0.54330707
0.43023255,0.48366016,0.5652174,0.50276244,0.518018,0.4465409,0.51515156,0.54330707
