0,1,2,3,4,5,6,7
0.4708738,0.32679743,0.31159425,0.25414366,0.18468466,0.07831323,0.44776118,0.47244093
0.4708738,0.32679743,0.31159425,0.25414363,0.1846847,0.07831326,0.44776124,0.47244102
0.49514565,0.4771242,0.5289855,0.40883982,0.34234232,0.3493976,0.34328356,0.39370084
0.49514568,0.47712415,0.52898544,0.40883976,0.34234232,0.3493976,0.3432836,0.39370084
0.5145631,0.48366013,0.54347825,0.46961328,0.51351345,0.38554218,0.39552242,0.4488189
0.51456314,0.48366016,0.54347825,0.46961325,0.5135135,0.38554215,0.39552236,0.44881892
0.5145631,0.4836601,0.54347825,0.46961325,0.51351345,0.38554218,0.39552236,0.44881886
0.51456314,0.48366016,0.54347825,0.46961322,0.5135135,0.38554218,0.3955224,0.44881886
0.51456314,0.48366013,0.54347825,0.4696132,0.5135135,0.38554215,0.3955224,0.4488189
0.5145631,0.48366016,0.5434782,0.46961325,0.5135135,0.38554215,0.39552242,0.44881886
0.5145631,0.4836601,0.54347825,0.46961325,0.5135135,0.38554215,0.39552242,0.44881895
0.5145631,0.4836601,0.54347825,0.46961328,0.5135135,0.38554218,0.39552242,0.44881895
0.5145631,0.48366016,0.54347825,0.46961328,0.5135135,0.38554218,0.3955224,0.44881886
0.5145631,0.48366016,0.54347825,0.46961322,0.5135135,0.38554218,0.39552236,0.44881892
0.5145631,0.4836601,0.5434783,0.46961328,0.5135135,0.38554215,0.39552242,0.4488189
0.5145631,0.4836602,0.54347825,0.46961325,0.5135135,0.38554215,0.39552242,0.44881898
0.5145631,0.48366013,0.5434783,0.4696133,0.51351345,0.38554215,0.39552245,0.4488189
0.5145631,0.48366013,0.5434783,0.46961325,0.5135135,0.38554218,0.39552245,0.44881892
0.5145631,0.48366016,0.5434782,0.46961325,0.5135135,0.38554215,0.39552236,0.44881892
0.5145631,0.48366013,0.54347825,0.46961325,0.5135135,0.38554218,0.39552242,0.44881886
0.5145631,0.48366016,0.54347825,0.4696133,0.5135135,0.38554215,0.39552236,0.44881895
0.5145631,0.48366013,0.5434783,0.46961322,0.5135135,0.3855422,0.39552242,0.44881886
0.5145631,0.48366013,0.54347825,0.46961328,0.5135134,0.3855422,0.3955224,0.44881886
0.51456314,0.4836601,0.5434783,0.46961325,0.51351345,0.38554218,0.39552236,0.44881886
0.52427185,0.49673206,0.55072457,0.42541435,0.44594592,0.48795187,0.5597015,0.55118114
0.5631068,0.50326794,0.52173907,0.2596685,0.4684685,0.55421686,0.5746269,0.6692914
0.5631068,0.503268,0.5217391,0.25966853,0.46846846,0.55421686,0.57462686,0.6692914
0.5631067,0.503268,0.5217391,0.2596685,0.46846846,0.55421686,0.5746269,0.6692914
0.56310683,0.503268,0.52173907,0.2596685,0.4684685,0.55421686,0.57462686,0.6692914
0.56310683,0.50326794,0.5217391,0.25966853,0.46846846,0.55421686,0.57462686,0.66929126
0.5631067,0.503268,0.5217391,0.25966847,0.46846846,0.55421686,0.57462686,0.66929126
0.56310683,0.503268,0.5217391,0.25966847,0.46846843,0.5542169,0.57462686,0.6692914
0.5631067,0.50326794,0.52173907,0.25966847,0.46846843,0.5542169,0.5746269,0.66929126
0.5631068,0.50326794,0.5217391,0.2596685,0.4684685,0.5542169,0.57462686,0.6692913
0.5631067,0.50326794,0.5217391,0.25966853,0.46846846,0.55421686,0.5746268,0.66929144
0.56310683,0.503268,0.5217391,0.25966847,0.46846846,0.5542169,0.5746269,0.66929126
0.5631067,0.50326794,0.5217391,0.25966847,0.46846852,0.55421686,0.57462686,0.6692914
0.56310683,0.50326794,0.5217391,0.2596685,0.46846843,0.55421686,0.57462686,0.66929144
0.56310683,0.50326794,0.5217391,0.2596685,0.4684685,0.55421686,0.57462686,0.6692914
0.53398055,0.4901961,0.5072463,0.5248619,0.5945946,0.52409637,0.54477614,0.53543305
0.514563,0.51633984,0.5724638,0.5745857,0.5315316,0.4698795,0.5074627,0.48031494
0.5145631,0.5163399,0.5724638,0.5745856,0.5315315,0.46987957,0.50746274,0.4803149
0.5145631,0.5163399,0.5724638,0.5745857,0.5315315,0.46987954,0.5074627,0.48031494
0.5145631,0.51633984,0.57246375,0.5745856,0.5315315,0.46987954,0.5074627,0.48031494
0.5145631,0.51633984,0.57246375,0.5745857,0.5315315,0.46987954,0.5074627,0.480315
0.5145631,0.51633984,0.57246375,0.5745857,0.5315315,0.46987954,0.5074627,0.48031497
0.47087377,0.379085,0.31884062,0.08839777,0.08108109,0.0,0.17164177,0.4015748
0.553398,0.50980395,0.5724638,0.56906074,0.43243238,0.3975903,0.5671642,0.6535433
0.5533981,0.50980395,0.57246375,0.5690608,0.4324324,0.3975904,0.5671642,0.65354335
0.553398,0.50980395,0.5724638,0.56906074,0.4324324,0.3975904,0.5671642,0.65354335
0.5533981,0.50980395,0.5724638,0.5690608,0.4324324,0.39759034,0.5671642,0.6535433
0.553398,0.5098039,0.57246375,0.5690608,0.43243244,0.3975904,0.5671642,0.65354335
0.553398,0.50980395,0.5724638,0.56906074,0.4324324,0.39759037,0.5671641,0.6535433
0.5242718,0.4313726,0.4927536,0.40883973,0.50450444,0.56626505,0.5895522,0.6141732
0.5242719,0.43137258,0.49275362,0.40883982,0.5045045,0.56626505,0.5895522,0.61417323
0.52427185,0.43137252,0.49275362,0.40883976,0.5045045,0.56626505,0.5895522,0.61417323
0.5242718,0.43137255,0.49275362,0.4088398,0.5045045,0.55,0.5895523,0.61417323
0.52427185,0.43137258,0.49275362,0.40883982,0.5045045,0.55,0.5895523,0.6141732
0.52427185,0.43137255,0.4927536,0.40883976,0.5045045,0.55,0.5895522,0.61417323
0.52427185,0.43137258,0.49275368,0.40883976,0.5045045,0.55,0.5895522,0.6141732
0.50970876,0.47712418,0.45652175,0.33701655,0.27927923,0.0,0.2835821,0.44094485
0.5097087,0.47712424,0.45652172,0.33701652,0.27927923,0.0,0.28358203,0.44094485
0.50970876,0.47712415,0.45652175,0.33701658,0.27927926,0.0,0.2835821,0.4409449
0.5097087,0.47712424,0.45652178,0.3370166,0.2792793,0.0,0.2835821,0.4409449
0.5097087,0.4771242,0.4565217,0.33701658,0.27927932,0.0,0.28358203,0.4409449
0.5097087,0.47712418,0.45652172,0.33701658,0.2792793,0.0,0.2835821,0.44094485
0.50970876,0.4771242,0.45652175,0.33701655,0.27927926,0.0,0.28358203,0.44094485
0.5097087,0.47712415,0.4565218,0.33701658,0.2792793,0.0,0.28358215,0.4409449
0.5097087,0.47712415,0.45652178,0.33701652,0.27927932,0.0,0.2835821,0.44094482
0.5097087,0.47712418,0.45652175,0.33701658,0.2792793,0.0,0.2835821,0.4409449
0.5097087,0.47712418,0.4565217,0.33701652,0.27927923,0.0,0.2835821,0.44094494
0.50970876,0.47712418,0.45652178,0.33701658,0.27927926,0.0,0.28358212,0.44094488
0.5097087,0.47712415,0.4565217,0.33701658,0.27927926,0.0,0.28358206,0.4409449
